,SMILES,PCE
42,CC(S1)=CC(CC(CCCC)CC)=C1C2=NC(S3)=C(S2)N=C3C4=C(C[C@@H](CCCC)CC)C=C(S4)C5=CC6=C(C(SC(C)=C7)=C7N6CC(CCCCCCCC)CCCCCC)S5,0.82
43,CC(S1)=CC2=C1C(OCC(CCCCCCCC)CCCCCC)=C(C=C(C3=C(CC(CC)CCCC)C=C(C4=CC=C(C5=CC(CC(CC)CCCC)=C(C)S5)C6=NSN=C64)S3)S7)C7=C2C8=CC=C(OCC(CC)CCCC)C=C8,8.22
44,CC1=CC2=C(C3=CC=C(CC(CC)CCCC)S3)C4=C(C=C(C5=CC=C(C(N(CC(CCCC)CC)C6=O)=C7C6=C(C8=CC=C(C)O8)N(CC(CC)CCCC)C7=O)O5)S4)C(C9=CC=C(CC(CCCC)CC)S9)=C2S1,5.8
45,CC1=CC2=C(C(SC(C3=CC(C(CCCCCC)(CCCCCC)C4=C5C=CC(N(C6=CC=C(C(C=CC(C)=C7)=C7C8(CCCCCC)CCCCCC)C8=C6)C9=CC=C(/C=C\C%10=CC=C(/C=C(C#N)\C#N)S%10)C=C9)=C4)=C5C=C3)=C%11)=C%11C2(CC(CC)CCCC)CC(CC)CCCC)S1,1.36
46,CC(S1)=CC2=C1C(OCC(CC)CCCC)=C(C=C(C3=C4C(C(C(F)(F)C4=O)=O)=C(C)S3)S5)C5=C2OCC(CCCC)CC,0.27
47,CC(S1)=CC2=C1C(C3=C(CCCCCCCC)C=C(CCCCCCCC)S3)=C(C=C(C4=CC=C(C5=CC=C(C6=CC=C(C)S6)C7=NSN=C75)S4)S8)C8=C2C9=C(CCCCCCCC)C=C(CCCCCCCC)S9,5.66
48,CC(S1)=CC2=C1C(C3=CC=C(SCCCCCCCC)S3)=C(C=C(C4=C5C(C(F)=C(C(OCC(CCCC)CC)=O)S5)=C(C)S4)S6)C6=C2C7=CC=C(SCCCCCCCC)S7,9.52
49,CC1=CC2=C(C3=CC(N(CC)C4=C5C=C6C(C7=CC=C(C8=CC=C(C9=C(OCCCCCC)C(OCCCCCC)=C(C%10=CC=C(C)S%10)C%11=NSN=C%119)S8)C=C7C6(CCCC)CCCC)=C4)=C5C=C3C2(CCCC)CCCC)C=C1,6.67
50,CC1=CC(CCCCCCCCCCCCCC)=C(C2=NC(SC(C3=C(CCCCCCCCCCCCCC)C=C(C4=CC(CC(CCCCCCCC)CCCCCCCCCC)=C(C5=NC(SC(C6=C(CC(CCCCCCCCCC)CCCCCCCC)C=C(C)S6)=N7)=C7S5)S4)S3)=N8)=C8S2)S1,5.1
51,CC1=CC2=C(C(SC(C3=CC=C(C)C4=NSN=C43)=C5)=C5[Ge]2(CC(CCCC)CC)C[C@H](CCCC)CC)S1,2.9
