SMILES,PCE
CC1=CC2=C(C3=C4C5=C6C=C(C7=C(C)C=C(C)C=C7C)C=C5C8=C9C4=C(C(C%10=CC(C%11=CC=C(C%12=CC=C(C(N(CC(CCCCCCCCCC)CCCCCCCC)C%13=O)=C%14C%13=C(C%15=CC=C(C%16=CC=C(C)S%16)S%15)N(CC(CCCCCCCCCC)CCCCCCCC)C%14=O)S%12)S%11)=C%17)=C%17C9=CC(C%18=C(C)C=C(C)C=C%18C)=C8)C%19=C3C(C2=CC(C%20=C(C)C=C(C)C=C%20C)=C%21)=C%21C%22=C%19C%10=CC(C%23=C(C)C=C(C)C=C%23C)=C%22)C6=C1,2.74
CC1=CC2=C(C(OCC(CCCCCC)CCCC)=C(C=C(C3=C4C(C=C(C(OC)=O)C(C(OC)=O)=C4)=C(C)S3)S5)C5=C2OCC(CCCC)CCCCCC)S1,2.74
CC1=CC(N(C(CCCCCCCC)CCCCCCCC)C2=C3C=CC(C4=CC=C(C5=CC=C(C6=CC=C(C)S6)C7=NN(CCCCCCCCCCCC)N=C75)S4)=C2)=C3C=C1,2.75
CC1=CC2=C(C(C=C(C(CCCCCCCCCCCC)(CCCCCCCCCCCC)C3=C4SC(C5=CC=C(C6=C(CCCCCC)N=C(C7=NC(CCCCCC)=C(C8=CC=C(C)S8)S7)S6)S5)=C3)C4=C9)=C9C2(CCCCCCCCCCCC)CCCCCCCCCCCC)S1,2.77
CC(S1)=CC2=C1C(OCCCCCC)=C(C=C(C3=CC=C(C(N(CCCCCC)C4=O)=C5C4=C(C6=CC=C(C)S6)N(CCCCCC)C5=O)S3)S7)C7=C2OCCCCCC,2.78
CC1=CC2=C(OCC(CCCC)CCCCCC)C(SC(C3=C(C(F)=C(COOCC(CC)CCCC)S4)C4=C(C)S3)=C5)=C5C(OCC(CCCCCC)CCCC)=C2S1,2.78
CC1=CC2=C(C(C3=CC(OCC(CCCC)CC)=CC=C3)=C(C=C(C4=C(CC(CC)CCCC)C=C(C5=CC6=C(C=C(C7=CC(CC(CC)CCCC)=C(C)S7)C8=NSN=C86)C9=NSN=C59)S4)S%10)C%10=C2C%11=CC(OCC(CC)CCCC)=CC=C%11)S1,2.78
CC1=CC([Si]2(CCCCCCCC)CCCCCCCC)=C(S1)C3=C2C(S4)=C(S3)C5=C4C6=C([Si]5(CCCCCCCC)CCCCCCCC)C=C(C7=CC=C(C)C8=NSN=C78)S6,2.79
CC1=C2C(C(N1CC(CCCCCCCCCC)CCCCCCCC)=O)=C(C3=CC=C(C4=C(CCCCCC)C=C(C5=C(C(N(CCCCCCCC)C6=O)=O)C6=C(C7=CC(CCCCCC)=C(C8=CC=C(C)S8)S7)S5)S4)S3)N(CC(CCCCCCCC)CCCCCCCCCC)C2=O,2.79
CC1=CC2=C(C(SC(C3=CC=C(C)C4=NSN=C43)=C5)=C5N2C(CCCCC)CCCCC)S1,2.8
O=C(N1CCCCCC[Si](C)(O[Si](C)(C)C)O[Si](C)(C)C)/C(C(C1=C2)=CC=C2C3=CC(CCCCCC)=C(C4=CC=C(C5=C(CCCCCC)C=C(C)S5)S4)S3)=C6C(N(CCCCCC[Si](O[Si](C)(C)C)(O[Si](C)(C)C)C)C7=C/6C=CC(C)=C7)=O,2.8
CC1=C(C(F)=C(C(OCC(CC)CCCC)=O)S2)C2=C(C(S3)=CC(C3=C4OC[C@H](CC)CCCC)=C(OCC(CCCC)CC)C(S5)=C4C(S6)=C5C(C6=C7OCC(CCCCCC)CCCC)=C(OCC(CCCC)CC)C8=C7C9=C(C%10=C(OCC(CCCC)CC)C%11=C(C=C(C)S%11)C(OCC(CC)CCCC)=C%10S9)S8)S1,2.8
CC1=CC2=C(C(C=C(C(CCCCCCCC)(CCCCCCCC)C3=C4C=C5C(C(SC(C6=CC=C(C)C7=NSN=C76)=C8)=C8C5(C9=CC=C(OCC(CCCC)CC)C=C9)C%10=CC=C(OCC(CCCC)CC)C=C%10)=C3)C4=C%11)=C%11C2(C%12=CC=C(OCC(CCCC)CC)C=C%12)C%13=CC=C(OCC(CCCC)CC)C=C%13)S1,2.8
CC1=CC([Ge](CCCCCCCC)(CCCCCCCC)C2=C3C=C(C4=CC=C(C5=CC=C(C6=CC=C(C)S6)C7=NSN=C75)S4)C=C2)=C3C=C1,2.8
CC1=CC2=C(OCC(CC)CCCC)C(S3)=C(C(OCC(CC)CCCC)=C2S1)C=C3C4=CC5=C(/C(C(N5CC(CCCCCCCC)CCCCCC)=O)=C6C(N(CC(CCCCCC)CCCCCCCC)C7=CC(C)=CC=C7\6)=O)C=C4,2.8
CC1=CC2=C(C(C=C([Si](CCCCCCCC)(CCCCCCCC)C3=C4C=C5C(C(SC(C6=C7C(C(N(CCCCCCCC)C7=O)=O)=C(C)S6)=C8)=C8C5(C9=CC=C(CCCCC)C=C9)C%10=CC=C(CCCCC)C=C%10)=C3)C4=C%11)=C%11C2(C%12=CC=C(CCCCC)C=C%12)C%13=CC=C(CCCCC)C=C%13)S1,2.8
CC1=CC2=C(C(OCC(CCCCCCCCCC)CCCCCCCC)=C(C=C(C3=CC4=C(C(SC(C)=C5)=C5C6=NON=C64)S3)S7)C7=C2OCC(CCCCCCCCCC)CCCCCCCC)S1,2.8
CC1=CC(CCC(CC)CCCCC)=C(C2=CC=C(C3=C(CCC(CCCCC)CC)C=C(C4=CC=C(C5=C6C(C(N5CC(CC)CCCC)=O)=C(C7=CC=C(C)S7)N(CC(CC)CCCC)C6=O)S4)[Se]3)[Se]2)[Se]1,2.81
O=C1C(C2=C(C3=CC=C(C)O3)N1CCCCCCCCCCCCCC)=C(C(O4)=CC=C4C(S5)=CC(CCCCCCCCCC)=C5C(O6)=C(CCCCCCCCCC)C(C6=C7)=CC8=C7C(CCCCCCCCCC)=C(C9=C(CCCCCCCCCC)C=C(C)S9)O8)N(CCCCCCCCCCCCCC)C2=O,2.81
CC1=CC=C(C2=C(CCCCCC)N=C(C3=NC(CCCCCC)=C(C4=CC=C(C5=CC6=C(C(OCCCCCCCC)=C(OCCCCCCCC)C7=C6C=C(C)S7)S5)S4)S3)S2)S1,2.81
CC(S1)=CC2=C1C(OC[C@H](CCCC)CC)=C(C=C(C3=CC=C(C4=C(OCCCCCCCC)C(OCCCCCCCC)=C(C5=CC=C(C)O5)C6=NSN=C64)O3)S7)C7=C2OC[C@H](CCCC)CC,2.81
CC(S1)=CC2=C1C(OC[C@H](CCCC)CC)=C(C=C(C3=CC=C(C(N(CC(CCCCCC)CCCCCCCC)C4=O)=C5C4=C(C6=CC=C(C)S6)N(CC(CCCCCC)CCCCCCCC)C5=O)S3)S7)C7=C2OC[C@H](CCCC)CC,2.83
CC(S1)=CC2=C1C3=C(C(C4=CC(CCCCCCCCCC)=C(CCCCCCCCCC)S4)=C(C5=C(C=C(C6=C7C(C8=C(C(N(CCCCCCCC)C8=O)=O)S7)=C(C)S6)S5)S9)C9=C3C%10=CC(CCCCCCCCCC)=C(CCCCCCCCCC)S%10)S2,2.83
CC(S1)=CC2=C1C(C3=CC(C4=CC=C(CCCCCCCCCCCC)S4)=C(C5=CC=C(CCCCCCCCCCCC)S5)S3)=C(C=C(C6=C(CCCCCC)C=C(C7=C(F)C(F)=C(C8=CC(CCCCCC)=C(C)S8)C9=NSN=C97)S6)S%10)C%10=C2C%11=CC(C%12=CC=C(CCCCCCCCCCCC)S%12)=C(C%13=CC=C(CCCCCCCCCCCC)S%13)S%11,2.83
CC1=CC=C(C2=C3C(SC(CCCCCCCC)=C3)=C(C4=CC=C(C5=C(OCCCCCCCC)C(OCCCCCCCC)=C(C)C6=NSN=C65)S4)C7=C2SC(CCCCCCCC)=C7)S1,2.84
CC1=CC=C(S1)C(S2)=CC3=C2C(OCC(CCCC)CC)=C(C=C(C)S4)C4=C3OCC(CCCC)CC,2.85
CC1=CC2=C(C3=C4C5=C6C=C(C7=C(C)C=C(C)C=C7C)C=C5C8=C9C4=C(C(C%10=CC(C%11=CC=C(C(N(CC(CC)CCCC)C%12=O)=C%13C%12=C(C%14=CC=C(C)S%14)N(CC(CC)CCCC)C%13=O)S%11)=C%15)=C%15C9=CC(C%16=C(C)C=C(C)C=C%16C)=C8)C%17=C3C(C2=CC(C%18=C(C)C=C(C)C=C%18C)=C%19)=C%19C%20=C%17C%10=CC(C%21=C(C)C=C(C)C=C%21C)=C%20)C6=C1,2.85
CC1=CC=C(C2=C(CCCCCC)N=C(C3=NC(CCCCCC)=C(C4=CC=C(C5=CC([Si](CC(CCCC)CC)(CC(CC)CCCC)C6=C7SC(C)=C6)=C7S5)S4)S3)S2)S1,2.86
CC1=CC2=C(C=C(C=C(C3=CC=C(C4=CC=C(C5=CC=C(C)S5)C6=NN(C(CCCCCCCC)CCCCCCCC)N=C64)S3)S7)C7=C2)S1,2.88
CC(O1)=CC2=C1C(OCC(CCCC)CC)=C(C=C(C3=CC=C(C4=C(OCCCCCCCC)C(OCCCCCCCC)=C(C5=CC=C(C)S5)C6=NON=C64)S3)O7)C7=C2OCC(CCCC)CC,2.88
CC(S1)=CC2=C1C(C3=CC=C(CCCCCC)O3)=C(C=C(C4=C(CC(CC)CCCC)C=C(C5=CC=C(C6=CC(CC(CCCC)CC)=C(C)S6)C7=NSN=C75)S4)S8)C8=C2C9=CC=C(CCCCCC)O9,2.88
CC1=CC2=C(C(C3=CC(CCCCCCCCCC)=C(CCCCCCCCCC)S3)=C(C=C(C4=CC5=C(C(SC(C)=C6)=C6C7=NON=C75)S4)S8)C8=C2C9=CC(CCCCCCCCCC)=C(CCCCCCCCCC)S9)S1,2.88
O=C1C(C2=C(C3=CC=C(C)O3)N1CC(CCCC)CC)=C(C(O4)=CC=C4C(S5)=CC(CCCCCCCCCC)=C5C(O6)=C(CCCCCCCCCC)C(C6=C7)=CC8=C7C(CCCCCCCCCC)=C(C9=C(CCCCCCCCCC)C=C(C)S9)O8)N(C[C@@H](CC)CCCC)C2=O,2.89
CC1=CC2=C(C(SC(C3=CC=C(C)C4=NSN=C43)=C5)=C5[Ge]2(CC(CCCC)CC)C[C@H](CCCC)CC)S1,2.9
CC1=CC=C(C(N(CC(CCCC)CC)C2=O)=C(C2=C(C(O3)=CC=C3C(S4)=CC(C4=C5OCC(CC)CCCC)=C(OCC(CC)CCCC)C6=C5C=C(C)S6)N7CC(CC)CCCC)C7=O)O1,2.9
CC1=CC=C(S1)C(S2)=CC3=C2C(OCC(CCCC)CC)=C(C=C(C)S4)C4=C3OCC(CCCC)CC,2.9
CC(S1)=CC=C1C2=CC=C(C(S3)=CC=C3C(S4)=CC(C4=C5C6=CC=C(CCCCCCCCCCCC)S6)=C(C7=CC=C(CCCCCCCCCCCC)S7)C8=C5C=C(C)S8)C9=C2N=C(C%10=CC=CC=C%10)C(C%11=CC=CC=C%11)=N9,2.9
CC1=CC=C(C2=CC=C(/C(C(N3CC(CCCCCC)CCCCCCCC)=O)=C4C(N(CC(CCCCCCCC)CCCCCC)C5=C\4C=CC(C)=C5)=O)C3=C2)S1,2.9
CC1=CC=C(C2=C(F)C(F)=C(C3=CC=C(C4=CC5=C(C(C=C(C(C6=CC=C(CCCCCC)C=C6)(C7=CC=C(CCCCCC)C=C7)C8=C9SC(C)=C8)C9=C%10)=C%10C5(C%11=CC=C(CCCCCC)C=C%11)C%12=CC=C(CCCCCC)C=C%12)S4)S3)C%13=NC(C%14=CC(F)=CC(OCCCCCCCC)=C%14)=C(C%15=CC(OCCCCCCCC)=CC(F)=C%15)N=C2%13)S1,2.9
CC(S1)=CC=C1C2=C3C(C(N(CC(CC)CCCC)C3=O)=O)=C(C(S4)=CC=C4C5=CC=C(C)S5)C6=C2N=C(C7=CC(OCCCCCCCC)=CC=C7)C(C8=CC=CC(OCCCCCCCC)=C8)=N6,2.9
CC(S1)=CC=C1C2=C3C(C(N(CC(CC)CCCC)C3=O)=O)=C(C(S4)=CC=C4C(S5)=CC(C5=C6OCC(CCCC)CC)=C(OCC(CC)CCCC)C7=C6C=C(C)S7)C8=C2N=C(C9=CC(OCCCCCCCC)=CC=C9)C(C%10=CC=CC(OCCCCCCCC)=C%10)=N8,2.9
CC1=CC=C(C2=CC=C(C3=CC=C(C4=C(OCCCCCCCCCCCCCC)C(OCCCCCCCCCCCCCC)=C(C)C5=NN(CCCCCCCCCCCCCC)N=C54)S3)C6=NSN=C62)S1,2.92
CC1=CC(N(C2=CC=C(OCC(CCCCCCCCCCCC)CCCCCCCCCC)C=C2)B(F)F)=C(C(N=CC(C3=CC(OC)=C(C4=C(OC)C=C(C)S4)S3)=C5)=C5N(B(F)F)C6=CC=C(OCC(CCCCCCCCCC)CCCCCCCCCCCC)C=C6)N=C1,2.92
CC1=CC2=C(C(C#C[Si](C(C)C)(C(C)C)C(C)C)=C(C=C(C3=CC=C(C4=C(F)C(F)=C(C5=CC=C(C)S5)C6=NN(C(CCCCCCCC)CCCCCCCC)N=C64)S3)S7)C7=C2C#C[Si](C(C)C)(C(C)C)C(C)C)S1,2.92
CC1=CC(CCCCCCCCCCCC)=C(C2=CC(SC3=C4SC(C5=C(CCCCCCCCCCCC)C=C(C6=CC=C(C(N(CC(CCCC)CCCCCC)C7=O)=C8C7=C(C9=CC=C(C)S9)N(CC(CCCCCC)CCCC)C8=O)S6)S5)=C3)=C4S2)S1,2.93
CC1=CC2=C(C(C3=CC(CCCCCC)=C(C4=C(CCCCCC)C=C(CCCCCC)S4)S3)=C(C=C(C5=CC=C(C6=C(F)C(F)=C(C7=CC=C(C)S7)C8=NSN=C86)S5)S9)C9=C2C%10=CC(CCCCCC)=C(C%11=C(CCCCCC)C=C(CCCCCC)S%11)S%10)S1,2.93
CC1=CC2=C(C(OCC(CCCC)CC)=C(C=C(C3=C4C(C=C(C(N(CCCCCCCC)C5=O)=O)C5=C4)=C(C)S3)S6)C6=C2OCC(CC)CCCC)S1,2.94
CC1=CC=C(C(N(CC(CCCCCC)CCCC)C2=O)=C(C2=C(C(S3)=CC=C3C(S4)=CC(C4=C5C6=CC=C(CC(CC)CCCC)S6)=C(C7=CC=C(CC(CC)CCCC)S7)C8=C5C=C(C)S8)N9CC(CCCC)CCCCCC)C9=O)S1,2.95
CC1=CC2=C(C(C(N=C(C3=CC=CC=C3)C(C4=CC=CC=C4)=N5)=C5C6=C7N(CCCCCCCCCCCC)C8=C6SC(C9=CC%10=C(C(C=CC(C)=C%11)=C%11N%10C(CCCCCCCC)CCCCCCCC)C=C9)=C8)=C7N2CCCCCCCCCCCC)S1,2.95
CC1=CC(C(C2=CC=C(CCCCCCCC)C=C2)(C3=CC=C(CCCCCCCC)C=C3)C4=CC(C(SC(C5=C(CCCCCC)C=C(C6=CC7=C(C=C(C8=CC(CCCCCC)=C(C)S8)C9=NSN=C97)C%10=NSN=C6%10)S5)=C%11)=C%11C%12(C%13=CC=C(CCCCCCCC)C=C%13)C%14=CC=C(CCCCCCCC)C=C%14)=C%12C=C4%15)=C%15S1,2.97
FC1=C(COOCC(CCCC)CC)SC2=C(C)SC(C3=CC(C4=C5SC(CC(CC)CCCCCCCC)=C4)=C(S3)C6=C5C=C(C7=C(C8=C9SC(CC(CC)CCCCCCCC)=C8)C=C(C)S7)C9=C6)=C21,2.98
O=C1C(C(C(N2CC(CCCCCCCC)CCCCCCCCCC)=O)=C(C3=CC4=C(C=C(C)S4)S3)N1CC(CCCCCCCCCC)CCCCCCCC)=C2C5=CC6=C(C=C(C)S6)S5,3
CC1=CC2=C(C(OCCCCCCCCCCCC)=C(C=C(C3=C(CCCCCCCCCCCC)C=C(C4=CC=C(C5=CC(CCCCCCCCCCCC)=C(C)S5)C6=NN(CCCCCCCCCCCC)N=C64)S3)S7)C7=C2OCCCCCCCCCCCC)S1,3
CC1=CC2=C(C(C3=CC=C(CC(CCCC)CC)S3)=C(C=C(C4=CC=C(C5=C(OCCCCCCCC)C(OCCCCCCCC)=C(C6=CC=C(C)[Se]6)C7=N[Se]N=C75)[Se]4)S8)C8=C2C9=CC=C(CC(CC)CCCC)S9)S1,3
CC1=CC(N(C(CCCCCCCC)CCCCCCCC)C2=CC(C3=CC=C(C4=CC=C(C5=CC=C(C)S5)C6=C4N=C(C7=C8C=C(CCCCCCCC)S7)C(C9=C8C=C(CCCCCCCC)S9)=N6)S3)=CC=C2%10)=C%10C=C1,3
O=C1N(CCCCCCCC)C(C2=C(C)SC(C(S3)=CC4=C3C(C5=CC=C(CC(CC)CCCC)O5)=C6C(SC(C)=C6)=C4C7=CC=C(C[C@H](CCCC)CC)O7)=C21)=O,3
CC(S1)=CC2=C1C(OCC(CCCC)CC)=C(C=C(C3=C4C(C=C(C(OCCCCCCCC)=O)S4)=C(C)S3)S5)C5=C2OCC(CCCC)CC,3.02
CC1=CC(CC(CCCCCCCCCC)CCCCCCCCCCCC)=C(C2=CC(SC(C3=C(CC(CCCCCCCCCC)CCCCCCCCCCCC)C=C(C4=CC5=C(C=C(C)C6=NSN=C65)C7=NSN=C47)S3)=C8)=C8S2)S1,3.03
CC1=CC2=C(C(OCC(CCCC)CC)=C(C=C(C3=C4C(C=C(C(N(CC(CC)CCCC)C5=O)=O)C5=C4)=C(C)S3)S6)C6=C2OCC(CC)CCCC)S1,3.04
CC1=C(CCCCCC)C(CCCCCC)=C(C2=NN=C(C3=C(CCCCCC)C(CCCCCC)=C(C4=CC=C(C)S4)S3)S2)S1,3.04
CC1=C(CCCCCCCCCCCC)C(CCCCCCCCCCCC)=C(C2=CC(F)=C(C3=C(F)C=C(C)S3)S2)S1,3.04
CC1=CC2=C(C(C=C(C(CCCCCCCCCCCC)(CCCCCCCCCCCC)C3=C4SC(C5=CC=C(C6=NN=C(C7=CC=C(C)S7)N=N6)S5)=C3)C4=C8)=C8C2(CCCCCCCCCCCC)CCCCCCCCCCCC)S1,3.04
CC1=CC=C(C(C2(CCCCCCCCCC)CCCCCCCCCC)=C1)C3=C2C=C(C4=CC=C(C5=CC=C(C6=CC=C(C7=CC=C(C)S7)C8=NC(C9=CC=CC=C9)C(C%10=CC=CC=C%10)N=C86)S5)C=C4C%11(CCCCCCCCCC)CCCCCCCCCC)C%11=C3,3.04
CC1=CC2=C(C(C3=C(OC)C(OC)=C(CC(CCCC)CC)S3)=C(C=C(C4=CC=C(C(N(CC(CC)CCCC)C5=O)=C6C5=C(C7=CC=C(C)S7)N(CC(CC)CCCC)C6=O)S4)S8)C8=C2C9=C(OC)C(OC)=C(CC(CC)CCCC)S9)S1,3.05
CC1=CC(N(C(CCCCCCCCCC)CCCCCCCCCC)C2=C3C=CC(C4=CC=C(C5=CC=C(C6=CC=C(C)S6)C7=NSN=C75)S4)=C2)=C3C=C1,3.05
CC1=CC2=C(C(OCC(CC)CCCC)=C(C=C(C3=CC=C(N(C4=CC=C(C)C=C4)C5=CC=C(C6=CC=C(C7=C8C(C(N7CC(CCCC)CC)=O)=C(C9=CC=C(C%10=CC=C(CCCCCCCC)S%10)S9)N(CC(CC)CCCC)C8=O)S6)C=C5)C=C3)S%11)C%11=C2OCC(CC)CCCC)S1,3.05
CC(S1)=CC2=C1C(OCC(CC)CCCC)=C(C=C(C3=C4C(C(N(CC(CC)CCCC)S4(=O)=O)=O)=C(C)S3)S5)C5=C2OCC(CCCC)CC,3.05
CC(S1)=CC=C1C2=C(N=C(C3=CC(OC[C@H](CC)CCCC)=CC=C3)C(C4=CC=CC(OCC(CC)CCCC)=C4)=N5)C5=C(C(S6)=CC=C6C(S7)=CC(C7=C8OCC(CC)CCCC)=C(OCC(CCCC)CC)C9=C8C=C(C)S9)C=C2,3.06
CC1=CC2=C(C(OCCCCCCCC)=C(C=C(C3=C4C(C=C(C(N(CC(CC)CCCC)C5=O)=O)C5=C4)=C(C)S3)S6)C6=C2OCCCCCCCC)S1,3.07
CC1=CC(N2C(CCCCCCCC)CCCCCCCC)=C(S1)C(C2=C3)=CC4=C3C5=C(N4C(CCCCCCCC)CCCCCCCC)C=C(C6=CC=C(C)C7=NSN=C76)S5,3.08
CC(S1)=C(CC(CCCC)CCCCCC)C=C1C2=CC3=C(C4=NSN=C42)C=C(C5=CC(CC(CCCCCC)CCCC)=C(C6=CC(CC(CCCCCC)CCCC)=C(C7=NC8=CC9=C(N=C(C%10=C(CC(CCCC)CCCCCC)C=C(C)S%10)S9)C=C8S7)S6)S5)C%11=NSN=C3%11,3.09
CC(O1)=CC2=C1C(C3=CC=C(CC(CCCC)CC)S3)=C(C=C(C4=CC=C(C5=CC=C(C6=CC=C(C)S6)C7=NN(CCCCCCCC)N=C75)S4)O8)C8=C2C9=CC=C(CC(CCCC)CC)S9,3.1
CC1=CC2=C(C(C=CC3=C4C=CC5=C3SC(C6=C(CCCCCCCCCCCC)C=C(C7=CC=C(/C(C(N8CC(CCCCCCCCCC)CCCCCCCCCCCC)=O)=C9C(N(CC(CCCCCCCCCCCC)CCCCCCCCCC)C%10=C\9C=CC(C%11=CC(CCCCCCCCCCCC)=C(C)S%11)=C%10)=O)C8=C7)S6)=C5)=C4C=C2)S1,3.1
CC(S1)=CC=C1C2=C(F)C=C(C(S3)=CC=C3C(S4)=CC(C4=C5C6=CC=C(CCCCCCCCCCCC)S6)=C(C7=CC=C(CCCCCCCCCCCC)S7)C8=C5C=C(C)S8)C9=C2N=C(C%10=CC=CC=C%10)C(C%11=CC=CC=C%11)=N9,3.1
CC1=CC(CCCCCCCCCCCCCC)=C(C2=NC(SC(C3=C(CCCCCCCCCCCCCC)C=C(C4=CC(CC(CCCCCC)CCCCCCCC)=C(C5=NC(SC(C6=C(CC(CCCCCCCC)CCCCCC)C=C(C)S6)=N7)=C7S5)S4)S3)=N8)=C8S2)S1,3.1
CC1=CC2=C(C(C3=NSN=C3C4=C5N(CCCCCCCCCCCC)C6=C4SC(C7=CC8=C(C(C=CC(C)=C9)=C9C8(CCCCCCCC)CCCCCCCC)C=C7)=C6)=C5N2CCCCCCCCCCCC)S1,3.11
CC1=CC(C2=C/3C=CC(F)=C2)=C(S1)C3=C(C4=C5C=C(C6=CC7=C(OCCCCCCCCCCCCCCCCCCCC)C8=C(C=C(C)S8)C(OCCCCCCCCCCCCCCCCCCCC)=C7S6)S4)/C9=C5C=C(F)C=C9,3.11
CC1=CC(N(C(CCCCCCCC)CCCCCCCC)C2=C3C=CC(C4=CC=C(C5=CC=C(C6=CC=C(C)S6)C7=NC(C)(C)N=C75)S4)=C2)=C3C=C1,3.12
CC1=CC2=C(C(OC[C@@H](CCCCCCCC)CCCCCC)=C(C=C(C3=CC=C(C4=C(C=C(C(N(CC(CCCC)CC)C5=O)=O)C5=C6)C6=C(C7=CC=C(C)S7)S4)S3)S8)C8=C2OCC(CCCCCC)CCCCCCCC)S1,3.12
CC(S1)=CC2=C1C(C3=CC(SCCCC)=C(SCCCCCC)S3)=C(C=C(C4=CC=C(C(N(CC(CCCCCC)CCCCCCCC)C5=O)=C6C5=C(C7=CC=C(C)S7)N(CC(CCCCCCCC)CCCCCC)C6=O)S4)S8)C8=C2C9=CC(SCCCC)=C(SCCCCCC)S9,3.14
CC1=C2C(C(N(CCCCCCCCCCCC)C2=O)=O)=C(C3=CC(C(CCCCCCCC)(CCCCCCCC)C4=C5SC(C)=C4)=C5S3)S1,3.15
CC1=CC2=C(C(C#C[Si](C(C)C)(C(C)C)C(C)C)=C(C=C(C3=C4C(C=C(C(C(CC)CCCC)=O)S4)=C(C)S3)S5)C5=C2C#C[Si](C(C)C)(C(C)C)C(C)C)S1,3.16
CC1=CC2=C(C(OCC(CC)CCCC)=C(C=C(C3=CC=C(N(C4=CC=C(C)C=C4)C5=CC=C(C6=CC=C(C7=CC=C(C8=CC=C(CCCCCCCC)S8)C9=NSN=C97)S6)C=C5)C=C3)S%10)C%10=C2OCC(CC)CCCC)S1,3.17
CC1=CC(CCC(CC)CCCCC)=C(C2=CC=C(C3=C(CCC(CCCCC)CC)C=C(C4=CC=C(C5=C6C(C(N5CC(CC)CCCC)=O)=C(C7=CC=C(C)S7)N(CC(CC)CCCC)C6=O)S4)S3)S2)S1,3.18
CC1=CC2=C(C(C3=CC=C(SCC(CCCC)CC)S3)=C(C=C(C4=C(CCCCCC)C=C(C5=C(F)C(F)=C(C6=CC(CCCCCC)=C(C)S6)C7=NSN=C75)S4)S8)C8=C2C9=CC=C(SCC(CCCC)CC)S9)S1,3.19
CC(S1)=C(F)C2=C1C(OCC(CC)CCCC)=C(C(F)=C(C3=C4C(C=C(C(OCC(CCCC)CC)=O)S4)=C(C)S3)S5)C5=C2OCC(CC)CCCC,3.2
O=C(OCC(CC)CCCC)C1=CC2=C(C)SC(C3=C(F)C4=C(C(OCC(CC)CCCC)=C(C(F)=C(C)S5)C5=C4OCC(CC)CCCC)S3)=C2S1,3.2
O=C1N(CCCCCCCC)C(C2=CC=C(C)S2)=C3C1=C(C4=CC=C(C(C=C5)=CC6=C5C7=CC=C(C)C=C7N6C(CCCCCCCC)CCCCCCCC)S4)N(CCCCCCCC)C3=O,3.2
CC1=C2C(C(N(CCCCCCCC)C2=O)=O)=C(C3=C(CCCCCCCCCCCC)C=C(C4=CC=C(C5=CC(CCCCCCCCCCCC)=C(C)S5)S4)S3)S1,3.2
CC1=CC=C(C2=C3C(C(N2CC(CCCCCCCCCCCC)CCCCCCCCCC)=O)=C(C4=CC=C(C5=CC=C(C)C=C5)S4)N(CC(CCCCCCCCCCCC)CCCCCCCCCC)C3=O)S1,3.2
CC1=CC=C(/C=C/C2=CC=C(C3=CC=C4C(C=CC(C)=C4OCCCCCCCCCC)=C3OCCCCCCCCCC)S2)S1,3.2
CC1=CC(CCCCCCCCCCCCCC)=C(C2=NC(SC(C3=C(CCCCCCCCCCCCCC)C=C(C4=CC(CC(CCCCCC)CCCCCCCC)=C(C5=NC(SC(C6=C(CC(CCCCCCCC)CCCCCC)C=C(C)S6)=N7)=C7S5)S4)S3)=N8)=C8S2)S1,3.2
CC1=CN=C(C(N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C2=O)=C3C2=C(C4=NC=C(C5=CC(C=C(SC(C)=C6)C6=C7)=C7S5)S4)N(C[C@H](CCCCCCCCCCCC)CCCCCCCCCC)C3=O)S1,3.2
CC1=CC=C(C2=C3C(C(N2CC(CCCCCCCCCC)CCCCCCCCCCCC)=O)=C(C4=CC=C(C5=CC=C(C6=CC=C(C)S6)S5)S4)N(CC(CCCCCCCCCCCC)CCCCCCCCCC)C3=O)S1,3.21
CC1=CC(C=C(OCC(CC)CCCC)C2=C3C(OCC(CC)CCCC)=CC4=C2SC(C5=CC=C(C6=C(OCCCCCCCCCCCC)C(OCCCCCCCCCCCC)=C(C7=CC=C(C)S7)C8=NSN=C86)S5)=C4)=C3S1,3.22
CC1=CC(C(OCC(CCCCCCCC)CCCCCC)=O)=C(C2=CC=C(C3=CC=C(C)S3)S2)S1,3.25
CC1=CC=C(C(C2=C3SC(C(OCC(CCCCCC)CCCC)=O)=C2)=C4C(C=C(C(OCC(CCCCCC)CCCC)=O)S4)=C3C5=CC=C(C6=CC(C(OCC(CC)CCCC)=C(SC(C)=C7)C7=C8OCC(CCCC)CC)=C8S6)S5)S1,3.25
CC1=CC2=C(C(OCC(CC)CCCC)=C(C=C(C3=CC=C(N(C4=CC=C(C5=CC=C(C6=CC=C(CCCCCCCC)S6)C7=NSN=C75)S4)C8=CC=C(C)C=C8)C=C3)S9)C9=C2OCC(CC)CCCC)S1,3.27
O=C(C1=C2C(C3=C(C=C(C4=CC5=C(C(SC(C)=C6)=C6S5)S4)S7)C7=C28)=C(C(N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C3=O)=O)C9=C1C=C(C)S9)N(CC(CCCCCCCCCCCC)CCCCCCCCCC)C8=O,3.28
