SMILES,PCE
O=C(C(F)(F)F)C1=CC=C(S1)C(S2)=CC=C2C(C3=NSN=C34)=CC=C4C(S5)=CC=C5C6=CC=C(C(C(F)(F)F)=O)S6,1.45
CCCCCCC(S1)=CC=C1C2=CC=C(C(C=C3)=CC=C3C(N(CCCCCC)C4=O)=C(C4=C(C5=CC=C(C6=CC=C(C7=CC=C(CCCCCC)S7)S6)C=C5)N8CCCCCC)C8=O)S2,1.45
CCCCC(CC)CC1(CC(CC)CCCC)C2=C(C3=NC(C(CC(CC)CCCC)(CC(CC)CCCC)C4=C5C=CC(C6=CC=CC=C6)=C4)=C5N=C31)C=CC(C7=CC=C(C8=C9N=C(C%10=CC=C(F)C=C%10)C(C%11=CC=C(F)C=C%11)=NC9=C(C%12=CC=C(C%13=CC=CC=C%13)S%12)C=C8)S7)=C2,1.45
O=C1N(C(CCCCCC)C)C(C2=CC=C(C3=CC=C(N(C4=CC=CC=C4)C5=CC=CC=C5)C=C3)S2)=C6C(N(C(CCCCCC)C)C(C7=CC=C(C8=CC=C(N(C9=CC=CC=C9)C%10=CC=CC=C%10)C=C8)S7)=C16)=O,1.45
S=C(S/C1=C/C2=CC3=C(C=C2)N(CC)C4=C3C=C(C5=CC=C(C6=CC7=C(N(CC)C8=C7C=C(/C=C(C(N9CCCCCCCC)=O)/SC9=S)C=C8)C=C6)C%10=NSN=C5%10)C=C4)N(CCCCCCCC)C1=O,1.45
O=C1N(CC(CC)CCCC)C(C2=CC=C(S2)C#CC3=C(CCCCCCCC)C=C(S3)C4=CC(CCCCCCCC)=C(C#CC5=CC=C(C(N(CC(CC)CCCC)C6=O)=C7C6=C(C8=CC=CS8)N(CC(CC)CCCC)C7=O)S5)S4)=C9C1=C(C%10=CC=CS%10)N(CC(CC)CCCC)C9=O,1.45
CCCCCCCCC1(CCCCCCCC)C2=C(C3=C1C=CC=C3)C=CC(C4=CC5=C6C7=C8C9=C(C(C(C%10=CC=CC%11=C%10%12)=CC(C%13=CC(C(CCCCCCCC)(CCCCCCCC)C%14=C%15C=CC=C%14)=C%15C=C%13)=C%16)=C%16C%17=CC=CC(C7=CC=C6)=C%179)C%12=C%18C8=C5C(C%19=C%18C%11=CC=C%19)=C4)=C2,1.46
N#C/C(C1=CC=C([N+]([O-])=O)C=C1)=C/C(C=C2)=CC=C2N(C3=CC=CC=C3)C(C=C4)=CC=C4/C=C/C5=CC=C(C6=CC(CCCCCCCCCCCC)=C(C7=CC=C(N(C8=CC=CC=C8)C9=CC=CC=C9)C=C7)S6)C%10=NSN=C%105,1.46
CCCCCCC1=CC2=C(C3=CC(CCCCCC)=C(C4=CC(CCCCCC)=C(C5=CC(CCCCCC)=C(C6=CC(CCCCCC)=C(C7=CC(CCCCCC)=C(C8=CC(CCCCCC)=C(C9=CC(CCCCCC)=C(C%10=CC(CCCCCC)=C([H])S%10)S9)S8)S7)S6)S5)S4)S3)SC(C%11=CC(CCCCCC)=C(C%12=CC(CCCCCC)=C(C%13=CC(CCCCC)=C(C%14=CC(CCCCCC)=C(C%15=CC(CCCCCC)=C(C%16=CC(CCCCCC)=C(C%17=CC(CCCCCC)=C(C%18=CC(CCCCCC)=C([H])S%18)S%17)S%16)S%15)S%14)S%13)S%12)S%11)=C2S1,1.46
CCN(C1=CC=CC=C1S2)C3=C2C=C(/C=C/C(C(C)(C)O/4)=C(C#N)C4=C(C#N)/C#N)C=C3,1.47
N#C/C(C#N)=C(N=C/1C2=CC=CC=C2)/SC1=C/C3=CC=C(N(C4=CC=CC5=C4C=CC=C5)C6=CC=CC=C6)C=C3,1.48
O=C1N(CC(CC)CCCC)C(C2=CC=C(C#CC3=CC=C(C#CC4=CC=C(S4)C5=C6C(C(N5CC(CC)CCCC)=O)=C(C7=CC=CS7)N(CC(CC)CCCC)C6=O)C=C3)S2)=C8C1=C(C9=CC=CS9)N(CC(CC)CCCC)C8=O,1.48
CC1=C(CC)C2=N/C1=C\C3=C(CC)C(C)=C(/C=C([C@H]4C)\N=C(C(CC5=O)=C(C5=C/6C)NC6=C/2)C4CCC(OC)=O)N3,1.49
O=C1N(CC(OCC(CCCC)CC)=O)C(C2=CC=C(/C=C/C3=CC=C(N(C4=CC=CC=C4)C5=CC=CC=C5)C=C3)C=C2)=C6C1=C(C7=CC=C(/C=C/C8=CC=C(N(C9=CC=CC=C9)C%10=CC=CC=C%10)C=C8)C=C7)N(CC(OCC(CCCC)CC)=O)C6=O,1.49
[O-]C1=C(/C(/C1=C/C2=[N+](CCCC)C(C=CC=C3)=C3S2)=C(C#N)/C#N)C4=CC=C(N(CCCC)CCCC)C=C4,1.49
C12=C(C3=CC=CC=C3)C4=C(C5=CC=CC=C5)C6=CC=CC=C6C(C7=CC=CC=C7)=C4C(C8=CC=CC=C8)=C1C=CC=C2,1.5
CC(C1=C(N/2C)C=CC=C1)(C)C2=C/C=C3C(C)=C(C#N)C(N(C)C\3=O)=O,1.5
O=C1C(C2=C(O)C=C(N(CCCCCC)CCCCCC)C=C2O)=C([O-])/C1=C(C(O)=C/3)\C(O)=CC3=[N+](CCCCCC)\CCCCCC,1.5
O=C1N(C(CC)CCCC)C(C2=CC=C(C3=CC=C(C4=CC=C(CCCCCC)S4)S3)S2)=C5C1=C(C6=CC=C(S6)C(C=C7)=CC=C7N(C8=CC=C(C9=CC=C(C%10=C%11C(C(N%10C(CCCC)CC)=O)=C(C%12=CC=C(C%13=CC=C(C%14=CC=C(CCCCCC)S%14)S%13)S%12)N(C(CC)CCCC)C%11=O)S9)C=C8)C%15=CC=C(C%16=CC=C(C%17=C%18C(C(N%17C(CCCC)CC)=O)=C(C%19=CC=C(C%20=CC=C(C%21=CC=C(CCCCCC)S%21)S%20)S%19)N(C(CC)CCCC)C%18=O)S%16)C=C%15)N(C(CCCC)CC)C5=O,1.5
CC(C)(C)C(C=C1)=CC2=C1N(C3=C2C=C(C(C)(C)C)C=C3)C4=CC=C(N(C5=CC=C(C6=CC7=NSN=C7N=C6)C=C5)C8=CC=C(C9=CC%10=NSN=C%10N=C9)C=C8)C=C4,1.5
CCCCCCC(C1=C2C=C3C(C(SC(C4=CC=C(C5=CC=C(C6=CC=C(CCCCCC)S6)C7=NSN=C75)S4)=C8)=C8C9=C3SC(C%10=CC=C(C%11=CC=C(C%12=CC=C(CCCCCC)S%12)C%13=NSN=C%13%11)S%10)=C9)=C1)(CCCCCC)C%14=C2C(C(CCCCCC)(CCCCCC)C%15=C%16C=C%17C(C(SC(C%18=CC=C(C%19=CC=C(C%20=CC=C(CCCCCC)S%20)C%21=NSN=C%21%19)S%18)=C%22)=C%22C%23=C%17SC(C%24=CC=C(C%25=CC=C(C%26=CC=C(CCCCCC)S%26)C%27=NSN=C%27%25)S%24)=C%23)=C%15)=C%16C%28=C%14C%29=C(C=C(C(SC(C%30=CC=C(C%31=CC=C(C%32=CC=C(CCCCCC)S%32)C%33=NSN=C%33%31)S%30)=C%34)=C%34C%35=C%36SC(C%37=CC=C(C%38=CC=C(C%39=CC=C(CCCCCC)S%39)C%40=NSN=C%40%38)S%37)=C%35)C%36=C%29)C%28(CCCCCC)CCCCCC,1.51
N#C/C(C#N)=C/C(C=C1)=CC=C1N(C2=CC=CC=C2)C(C=C3)=CC=C3/C=C/C4=CC=C(C5=CC(CCCCCCCCCCCC)=C(C6=CC=C(N(C7=CC=CC=C7)C8=CC=CC=C8)C=C6)S5)C9=NSN=C94,1.51
O=C(N1CC(CCCC)CC)C(C2=C1C3=CC=C(C4=CC=CO4)S3)=C(C5=CC=C(C6=CC=CO6)S5)N(CC(CCCC)CC)C2=O,1.52
CC1=C(CC)C2=N/C1=C\C3=C(C(C)=O)C(C)=C(/C=C([C@H]4C)\N=C(C(CC5=O)=C(C5=C/6C)NC6=C/2)C4CCC(OC)=O)N3,1.52
O=C(N(CC(CCCC)CC)C1=C/2SC(C#CC3=CC=C(N4C(C=CC=C5)=C5C6=C4C=CC=C6)C=C3)=C1)C2=C7C8=C(C=C(C#CC9=CC=C(N%10C(C=CC=C%11)=C%11C%12=C%10C=CC=C%12)C=C9)S8)N(CC(CCCC)CC)C/7=O,1.52
O=C1N(CC(OCC)=O)C(C2=CC=C(/C=C/C3=CC=C(N(C4=CC=CC=C4)C5=CC=CC=C5)C=C3)C=C2)=C6C1=C(C7=CC=C(/C=C/C8=CC=C(N(C9=CC=CC=C9)C%10=CC=CC=C%10)C=C8)C=C7)N(CC(OCC)=O)C6=O,1.53
[O-]C(/C(C1=O)=C2C(O)=C/C(C=C\2O)=[N+](CCCC(C)C)/CCCC(C)C)=C1C3=C(O)C=C(N(CCCC(C)C)CCCC(C)C)C=C3O,1.54
CCCCCCC1=C(C2=CC=C(C3=C(CCCCCC)C=C(C4=C(CCCCCC)C=C(C5=CC=C(/C(C(N6CC(CC)CCCC)=O)=C7C(C(CC(C)CCCC)C8=C\7C=C(F)C=C8)=O)C6=C5)S4)S3)S2)SC(C9=CC(CCCCCC)=C(C%10=CC=C(/C(C(N%11CC(CC)CCCC)=O)=C%12C(C(CC(C)CCCC)C%13=C\%12C=C(F)C=C%13)=O)C%11=C%10)S9)=C1,1.54
FC1=C(C2=CC=C(C(C3=CC=CC=C3)C4=CC=CC=C4)C=C2)C5=NSN=C5C(C6=CC=C(C7=CC=C(C8=CC=C(CCCCCC)S8)S7)S6)=C1F,1.54
CCCCC(C=C(C1=CC=C(C2=CC(CCCC)=C(C3=CC=C(C(C(F)(F)F)=O)S3)S2)C4=NSN=C41)S5)=C5C6=CC=C(C(C(F)(F)F)=O)S6,1.56
CCC(CCCC)CC1=CC=C(C2=C3C(C=C(C4=CC(CCCCCCCC)=C(C5=CC(CCCCCCCC)=C(C6=C(CCCCCCCC)C=C(C7=C(CCCCCCCC)C=C(/C=C8C(N(CC(CCCC)CC)C(C(C#N)=C\8C)=O)=O)S7)S6)S5)S4)S3)=C(C9=CC=C(CC(CC)CCCC)S9)C%10=C2C=C(C%11=CC(CCCCCCCC)=C(C%12=CC(CCCCCCCC)=C(C%13=C(CCCCCCCC)C=C(C%14=C(CCCCCCCC)C=C(/C=C%15C(N(CC(CCCC)CC)C(C(C#N)=C\%15C)=O)=O)S%14)S%13)S%12)S%11)S%10)S1,1.56
O=C1N(CC(CCCC)CCCCCC)C(C2=CC=C(S2)C#CC(C=C3)=CC=C3N(C4=CC=C(C(CC)(CC)C5=C6C=CC=C5)C6=C4)C7=CC(C(CC)(CC)C8=C9C=CC=C8)=C9C=C7)=C%10C1=C(C%11=CC=C(S%11)C#CC(C=C%12)=CC=C%12N(C%13=CC=C(C(CC)(CC)C%14=C%15C=CC=C%14)C%15=C%13)C%16=CC(C(CC)(CC)C%17=C%18C=CC=C%17)=C%18C=C%16)N(CC(CCCC)CCCCCC)C%10=O,1.56
CCCCCCC(S1)=CC=C1C(S2)=CC=C2C(S3)=CC=C3C(S4)=NC5C4N=C(C6=CC=C(C7=CC=C(C8=CC=C(CCCCCC)S8)S7)S6)S5,1.57
CCC(CCCC)CN(C1)C(C2=CC=C(C3=CC=C(C4=NC(C5=CC=C(C6=CC=C(C(N(CC(CCCC)CC)C7)=C8C7=C(C(S9)=CC=C9C%10=CC=C(N(C%11=CC=C(C(C)(C)C)C=C%11)C%12=CC=C(C(C)(C)C)C=C%12)C=C%10)N(CC(CCCC)CC)C8)S6)C=C5)=NC(C%13=CC=C(C%14=CC=C(C(N(CC(CCCC)CC)C%15)=C%16C%15=C(C(S%17)=CC=C%17C%18=CC=C(N(C%19=CC=C(C(C)(C)C)C=C%19)C%20=CC=C(C(C)(C)C)C=C%20)C=C%18)N(CC(CCCC)CC)C%16)S%14)C=C%13)=N4)C=C3)S2)=C%21C1=C(C(S%22)=CC=C%22C%23=CC=C(N(C%24=CC=C(C(C)(C)C)C=C%24)C%25=CC=C(C(C)(C)C)C=C%25)C=C%23)N(CC(CCCC)CC)C%21,1.57
C12=C(C3=CC=CC=C3)C4=C(C5=CC=CC=C5)C6=CC=CC=C6C(C7=CC=CC=C78)=C4C8=C1C=CC=C2,1.58
O=C1N(CC(CC)CCCC)C(C2=CC=C(C3=CC(CCCCCC)=CS3)S2)C4C1=C(C5=CC=C(C6=CC(CCCCCC)=CS6)S5)N(CC(CC)CCCC)C4=O,1.6
CCCCCCCCCCC1=C(C2=CC3=CC=C(C4=C(C=C5)C=C(C6=C(CCCCCCCCCC)C=C(C7=CC(CCCCCCCCCC)=C(C8=CN=C(C9=NC=C(C%10=C(CCCCCCCCCC)C=C(C%11=CC=C(C=C%11)N(C%12=CC=CC=C%12)C%13=CC=CC=C%13)S%10)S9)S8)S7)S6)S4)C5=C3S2)SC(C%14=CC(CCCCCCCCCC)=C(C%15=CN=C(C%16=NC=C(C%17=C(CCCCCCCCCC)C=C(C%18=CC=C(C=C%18)N(C%19=CC=CC=C%19)C%20=CC=CC=C%20)S%17)S%16)S%15)S%14)=C1,1.62
CCCCC(CC)CN1C(C2=CC=C(C3=CC=C(F)C=C3)S2)=C4C(N(CC(CC)CCCC)C(C(S5)=CC=C5C(C=C6)=CC=C6N(C7=CC=C(C8=CC=C(C9=C%10C(C(N9CC(CC)CCCC)=O)=C(C%11=CC=C(C%12=CC=C(F)C=C%12)S%11)N(CC(CC)CCCC)C%10=O)S8)C=C7)C%13=CC=C(C%14=CC=C(C%15=C%16C(C(N%15CC(CC)CCCC)=O)=C(C%17=CC=C(C%18=CC=C(F)C=C%18)S%17)N(CC(CC)CCCC)C%16=O)S%14)C=C%13)=C4C1=O)=O,1.63
CCCCCCCCC(C=C(C1=C(CCCCCCCC)C=C(C2=C(CCCCCCCC)C=C(/C=C(C#N)\C#N)S2)S1)S3)=C3C4=CC=C(C5=C(CCCCCCCC)C=C(C6=C(CCCCCCCC)C=C(C7=C(CCCCCCCC)C=C(/C=C(C#N)\C#N)S7)S6)S5)S4,1.64
N#C/C(C#N)=C/C1=CC=C(C2=CC=C(C3=CC=C(N(C4=CC=CC=C4)C5=CC=CC=C5)C=C3)S2)S1,1.64
CCCCC(CC)CC1=C(C2=NC(SC(C3=C(CC(CC)CCCC)C=C(C4=C(CCCCCCCC)C=C(C5=CC=C(C6=CC(CCCCCCCC)=C(C7=CC=C(CCCCCC)S7)S6)C8=NSN=C85)S4)S3)=N9)=C9S2)SC(C%10=C(CCCCCCCC)C=C(C%11=CC=C(C%12=CC(CCCCCCCC)=C(C%13=CC=C(CCCCCC)S%13)S%12)C%14=NSN=C%14%11)S%10)=C1,1.64
C[Lr]1(C)C(C=CC=C2)=C2C3N1C4=CC=CC=C4N3C5=CC=CC=C5,1.65
CCCCCCC1=CSC(C(C=C2)=CC=C2N(C3=CC=C(C4=CC(CCCCCC)=CS4)C=C3)C(C=C5)=CC=C5C(S6)=NC7=C6N=C(C8=CC=C(N(C9=CC=C(C%10=CC(CCCCCC)=CS%10)C=C9)C%11=CC=C(C%12=CC(CCCCCC)=CS%12)C=C%11)C=C8)S7)=C1,1.65
O=C(N(CC(CCCCCC)CCCC)C1=CC(C2=CC=C(C3=CC=CS3)S2)=CC=C1/4)C4=C/C=C5C(N(CC(CCCCCC)CCCC)C6=C\5C=CC(C7=CC=C(C8=CC=CS8)S7)=C6)=O,1.65
O=C(N1CC(CC)CCCC)C(C2=C1C(S3)=CC=C3C#C/C(C(C=C/4)=NC4=C5\C#CC6=CC=C(C(F)(F)F)C=C6)=C7C=C/C8=C(C#CC9=CC=C(C(F)(F)F)C=C9)/C%10=N/C(C=C%10)=C(C#CC%11=CC=C(C%12=C%13C(C(N%12CC(CC)CCCC)=O)=C(C%14=CC=CS%14)N(CC(CC)CCCC)C%13=O)S%11)\C%15=CC=C5N%15[Mg]N\78)=C(C%16=CC=CS%16)N(CC(CC)CCCC)C2=O,1.65
N#C/C(C#N)=C\C1=CC=C(C(C=C2)=CC=C2N(C3=CC4=C(C=CC=C4)C=C3)C5=CC=CC6=C5C=CC=C6)S1,1.66
O=C1N(CC(CC)CCCC)C(C2=CC=C(C3=CC(C(OCC)=O)=C(C(OCC)=O)S3)S2)=C4C1=C(C5=CC=C(C6=CC(C(OCC)=O)=C(C(OCC)=O)S6)S5)N(CC(CC)CCCC)C4=O,1.66
CCCCCCCCCCCCC1=C(C2=CC(CCCCCCCCCCCC)=C(C3=NC(C=C(SC(C4=C(CCCCCCCCCCCC)C=C(C5=CC=CC=C5)S4)=N6)C6=C7)=C7S3)S2)SC(C8=CC=C9C(N(CC(CCCCCC)CCCCCCCC)C(/C9=C%10C(SC(C%11=CC(CCCCCCCCCCCC)=C(C%12=CC=CC=C%12)S%11)=C%13)=C%13N(CC(CCCCCC)CCCCCCCC)C\%10=O)=O)=C8F)=C1,1.66
CC1(C)C2=C(C=CC(/C=C3SC(N(CC)C\3=O)=S)=C2)C4=CC=C(N(C5=CC=CC=C5)C6=CC=CC=C6)C=C41,1.67
CC1(C)C2=C(C3=C1C=CC=C3)C=CC(N(C4=CC(C(C)(C)C5=C6C=CC=C5)=C6C=C4)C7=CC=C(C8=CC=C(C9=CC=C(/C=C/C%10=C([N+]#[C-])/C(OC%10(C)C)=C(C#N)\[N+]#[C-])S9)S8)C=C7)=C2,1.68
CCCCCCCCCC1=C(C(S2)=CC3=C2C=CC=C3)SC(C4=CC5=C(/C(C(N5CCC(CC)CCCC)=O)=C6C(N(CCC(CC)CCCC)C7=C\6C=CC(C8=CC(CCCCCCCCC)=C(C9=CC(C=CC=C%10)=C%10S9)S8)=C7)=O)C=C4)=C1,1.7
CCCCC(CC)CN(C1=C2SC(/C=C(C#N)/C#N)=C1)C3=C2SC4=C3SC5=C4N(CC(CC)CCCC)C6=C5SC(/C=C(C#N)/C#N)=C6,1.7
CCCCCCC1=C(SC(/C=C(C#N)\C#N)=C1CCCCCC)/C=C/C(S2)=CC3=C2C=C(/C=C/C4=C(CCCCCC)C(CCCCCC)=C(/C=C(C#N)\C#N)S4)S3,1.7
N(C1=CC=C(C2=CC=C(C3=CC=CC=C3)S2)C=C1)(C4=CC=C(C5=CC=C(C6=CC=CC=C6)S5)C=C4)C7=CC=C(C8=CC=C(C9=CC=CC=C9)S8)C=C7,1.7
O=C(N1CCC(C)CCCC(C)CCCC(C)C)C(C2=C1C3=CC=C(S3)C#CC4=C(C=CC=C5)C5=C(C=CC=C6)C6=C4)=C(C7=CC=C(C#CC8=C(C=CC=C9)C9=C(C=CC=C%10)C%10=C8)S7)N(CCC(C)CCCC(C)CCCC(C)C)C2=O,1.71
N#C/C(C#N)=C\C(S1)=CC=C1C2=CC=C(C(S3)=CC=C3C4=CC=C(C=C4)N(C5=CC=CC=C5)C6=CC=CC=C6)S2,1.72
CC(C=C1)=CC=C1N(C2CCCC23)C4=C3C=C(C5=CC=C(C6=CC=C(/C=C(C#N)/C#N)S6)S5)C=C4,1.72
O=C1N(C(CCCCCC)C)C(C2=CC=C(C3=CC(C4)=C(C5=C4C=CC=C5)C=C3)S2)=C6C(N(C(CCCCCC)C)C(C7=CC=C(C8=CC9=C(C%10=C(C9)C=CC=C%10)C=C8)S7)=C16)=O,1.73
CCCCC(CC)COC1=C2C(C=C(C3CCC(C4=CC=C(C5=CC=C(CCCCCC)S5)S4)C6=NSN=C63)S2)=C(OCC(CC)CCCC)C7=C1C=C(C8CCC(C9=CC=C(C%10=CC=C(CCCCCC)S%10)S9)C%11=NSN=C%118)S7,1.73
CCCCC(CC)CN(C1=O)C(C2=CC=C(C#CC3=CC=C(C=O)C=C3)S2)=C4C1=C(C5=CC=C(C#CC6=CC=C(C=O)C=C6)S5)N(CC(CC)CCCC)C4=O,1.76
O=C1N(CC(CC)CCCC)C(C2=CC=C(C3=CC=C(/C=C4C(N(CC)C(S/4)=S)=O)S3)O2)=C5C1=C(C6=CC=C(C7=CC=C(/C=C8C(N(CC)C(S/8)=S)=O)S7)O6)N(CC(CC)CCCC)C5=O,1.77
[O-]C(/C1=C2[N+](CCCCCC)=C(/C=N/N(C3=CC=CC=C3)C4=CC=CC=C4)C=C\2)=C(C5=CC=C(/C=N/N(C6=CC=CC=C6)C7=CC=CC=C7)N5CCCCCC)C1=O,1.79
N(C1=CC=C(C2=CC=CS2)C=C1)(C3=CC=C(C4=CC=CS4)C=C3)C5=CC=C(C6=CC=CS6)C=C5,1.8
CCCCCCC1=CC=C(S1)C(S2)=CC=C2C3=CC=C(S3)C(C=C4)=CC=C4N(C5=CC=C(C6=CC=C(/C=C(C#N)\C#N)S6)C=C5)C7=CC=C(C8=CC=C(C9=CC=C(C%10=CC=C(CCCCCC)S%10)S9)S8)C=C7,1.8
N#CC(C#N)=CC(S1)=CC2=C1C(S3)=C(S2)C=C3C4=CC=C(C=C4)N(C5=CC=CC=C5)C6=CC=CC=C6,1.8
O=C1N(C(C2=CC=C(C3=CC=C(C4=C(CCCCCCCCCCCCCCC)C(S5)=C(C(S6)=C5C7=C6C(CCCCCCCCCCCCCCC)=C(C8=CC=C(C9=CC=C(C%10=C%11C(C(N%10CC(CC)CCCC)=O)=C(C%12=CC=CS%12)N(CC(CC)CCCC)C%11=O)S9)S8)S7)S4)S3)S2)=C%13C1=C(C%14=CC=CS%14)N(CC(CC)CCCC)C%13=O)CC(CC)CCCC,1.8
O=C1C2=CC(C3=CC=C(C4=CC=C(CCCCCC)S4)S3)=CC=C2N(CC(CC)CCCC)C5=C1C=C(N(CC(CC)CCCC)C(C=CC(C6=CC=C(C7=CC=C(CCCCCC)S7)S6)=C8)=C8C9=O)C9=C5,1.84
CCCCCCCCCCCCCCCCC(C1=C2SC(C3=CC(SC(C4=CC=CC=C4)=C5)=C5S3)=C1)(CCCCCCCCCCCCCCCC)C6=C2SC(C7=CC=CC=C7)=C6,1.84
CC1=CC=C(N(C2=CC=C(C)C=C2)C3=CC=C(C4=CC(/C=C/C5=C(CCCCCC)C=C(C6=CC=C(C7=CSC=C7CCCCCC)C8=NSN=C86)S5)=C(OCC(CC)CCCC)C(/C=C/C9=C(CCCCCC)C=C(C%10=CC=C(C%11=CC(CCCCCC)=CS%11)C%12=NSN=C%12%10)S9)=C4)C=C3)C=C1,1.85
CCC(CCCC)CC1=CC=C(C2=C3C(C=C(C4=CC(CCCCCCCC)=C(C5=C(CCCCCCCC)C=C(/C=C6C(N(CC(CCCC)CC)C(C(C#N)=C/6C)=O)=O)S5)S4)S3)=C(C7=CC=C(CC(CC)CCCC)S7)C8=C2C=C(C9=CC(CCCCCCCC)=C(C%10=C(CCCCCCCC)C=C(/C=C%11C(N(CC(CCCC)CC)C(C(C#N)=C/%11C)=O)=O)S%10)S9)S8)S1,1.85
O=C1C(C2=C(O)C=C(N(C(C)CC)CCC)C=C2O)=C([O-])/C1=C(C(O)=C/3)\C(O)=CC3=[N+](CCC)\C(C)CC,1.85
O=C1C(CC(CC)CCCC)C(C2=CC=C(C(S3)=CC(C3=C4C5=CC=C(CC(CC)CCCC)S5)=C(C6=CC=C(CC(CC)CCCC)S6)C7=C4C=C(C8=CC=C(C9=CC(C%10=CC=C(C(S%11)=CC(C%11=C%12C%13=CC=C(CC(CC)CCCC)S%13)=C(C%14=CC=C(CC(CC)CCCC)S%14)C%15=C%12C=CS%15)S%10)=CC(C%16=CC=C(C(C%17)=CC%18=C%17C(C%19=CC=C(CC(CC)CCCC)S%19)=C%20C=C(C%21=CC=C(C(C(CC(CC)CCCC)C(C%22=C(C%23=CC=CS%23)C%24CC(CC)CCCC)=O)=C%22C%24=O)S%21)CC%20=C%18C%25=CC=C(CC(CC)CCCC)S%25)S%16)=C9)S8)S7)S2)=C%26C(C(CC(CC)CCCC)C(C%27=CC=CS%27)=C1%26)=O,1.86
N#C/C(C#N)=C(N=C/1C2=CC=CC=C2)\SC1=C/C3=CC=C(N(C4=CC=C(C)C=C4)C5=CC=C(C)C=C5)C=C3,1.86
CCCCCCC1=CSC(C2=CC=C(C3=CC(CCCCCC)=C(/C=C/C4=CC=C(N(C5=CC=C(/C=C/C6=C(CCCCCC)C=C(C7=CC=C(C8=CC(CCCCCC)=CS8)C9=NSN=C97)S6)C=C5)C%10=CC=C(/C=C/C%11=C(CCCCCC)C=C(C%12=CC=C(C%13=CC(CCCCCC)=CS%13)C%14=NSN=C%14%12)S%11)C=C%10)C=C4)S3)C%15=NSN=C%152)=C1,1.9
O=C(OCC(CC)CCCC)/C(C#N)=C/C(S1)=CC=C1C2=CC=C(S2)C3=C4C(OCCO4)=C(C5=CC=C(C6=CC=C(/C=C(C(OCC(CC)CCCC)=O)\C#N)S6)S5)S3,1.9
[O-]C1=C(/C(/C1=C/C2=[N+](CCCC)C(C=CC=C3)=C3S2)=C(C#N)/C#N)C4=C(O)C=C(N(CCCC)CCCC)C=C4,1.91
CCCC(C(CCC)=C1C2=CC=CC=C2)=C(C3=CC=CC=C3)C4=C1C5=C6C(C7=CC=C64)=C(C8=C9C7=CC=C%10C9=C(C%11=C%10C(C%12=CC=CC=C%12)=C(CCC)C(CCC)=C%11C%13=CC=CC=C%13)C=C8)C=C5,1.92
CCCCCCCC(S1)=CC=C1C2=CC=C(C(C3=NSN=C34)=C(F)C(F)=C4C(S5)=CC=C5C6=CC=C(C(SC(C7=C(F)C(F)=C(C8=CC=C(C9=CC=C(CCCCCCC)S9)S8)C%10=NSN=C7%10)=C%11)=C%11C%12(CC(CC)CCCC)CC(CC)CCCC)C%12=C6)S2,1.92
O=C1N(CC(CCCC)CC)C(C2=CC=C(C3=CC=C(CCCCCC)C=C3)S2)=C4C1=C(C5=CC=C(C6=CC(C7=C(SC(C8=CC=C(C9=C%10C(C(N9CC(CCCC)CC)=O)=C(C%11=CC=C(C%12=CC=C(CCCCCC)C=C%12)S%11)N(CC(CCCC)CC)C%10=O)S8)=C7)C%13=C%14C=C(C(SC(C%15=CC=C(C%16=C%17C(C(N%16CC(CCCC)CC)=O)=C(C%18=CC=C(C%19=CC=C(CCCCCC)C=C%19)S%18)N(CC(CCCC)CC)C%17=O)S%15)=C%20)=C%20C%21=C%22SC(C%23=CC=C(C%24=C%25C(C(N%24CC(CCCC)CC)=O)=C(C%26=CC=C(C%27=CC=C(CCCCCC)C=C%27)S%26)N(CC(CCCC)CC)C%25=O)S%23)=C%21)C%22=C%13)=C%14S6)S5)N(CC(CCCC)CC)C4=O,1.93
CCCCCCCCC1=C(C2=CC=C(C3=C(CCCCCCCC)C=C(/C=C(S/C4=C(C#N)/C#N)\C(N4CCCCCCCC)=O)S3)S2)SC(C5=CC6=C(C7=CC=C(CC(CC)CCCC)S7)C8=C(C=C(C9=CC(CCCCCCCC)=C(C%10=CC=C(C%11=C(CCCCCCCC)C=C(/C=C(S/C%12=C(C#N)/C#N)\C(N%12CCCCCCCC)=O)S%11)S%10)S9)S8)C(C%13=CC=C(S%13)CC(CC)CCCC)=C6S5)=C1,1.94
CCCCCCC1=CSC(C2=CC=C(/C=C/C3=CC=C(N(C4=CC=CC=C4)C5=CC=C(/C=C/C6=CC=C(C7=CC(CCCCCC)=CS7)C8=NSN=C86)C=C5)C=C3)C9=NSN=C92)=C1,1.96
O=C1N(CC(CCCCCCCC)CCCCCCCCCC)C(C2=CC=C(C#CC3=C(C4=C56)C=CC6=CC=CC5=CC=C4C=C3)S2)=C7C1=C(C8=CC=C(C#CC9=C(C%10=C%11%12)C=CC%12=CC=CC%11=CC=C%10C=C9)S8)N(CC(CCCCCCCC)CCCCCCCCCC)C7=O,1.96
O=C(N(CCCCCCCC)C1=O)C2=CC=CC(C2=C1C=C3)=C3C4=CC=C(C5=CC=C(N(C(C=C6)=CC=C6C7=CC=C(C8=C(C=CC=C9C(N(CCCCCCCC)C%10=O)=O)C9=C%10C=C8)S7)C(C=C%11)=CC=C%11C%12=CC=C(C%13=C(C=CC=C%14C(N(CCCCCCCC)C%15=O)=O)C%14=C%15C=C%13)S%12)C=C5)S4,1.96
